step,eval_loss,eval_PPL
800,4.198081593960524,66.55852221451565
1600,3.7857839949429035,44.07020783853267
2400,3.6384405624121428,38.03248117608486
3200,3.553330898284912,34.929470446567535
4000,3.501260781660676,33.15722964394248
4800,3.461544355377555,31.86615119526326
5600,3.4337150044739246,30.99156294798705
6400,3.40852658636868,30.220683871955714
7200,3.389051890000701,29.637839013718406
8000,3.372482180595398,29.150794867174923
8800,3.359233796596527,28.76714095165129
9600,3.345890449360013,28.385840569994656
10400,3.3363790530711412,28.117131516253455
11200,3.328916708007455,27.908092708589397
12000,3.3181766364723444,27.60996163676772
12800,3.3111463375389576,27.41653606937453
13600,3.304098078981042,27.2239766358951
14400,3.2996278554201126,27.102550976240465
15200,3.293186768889427,26.928542104899286
16000,3.2869803346693516,26.761929449748763
16800,3.282780349254608,26.649765444861615
17600,3.2791030574589968,26.551946445767225
18400,3.2766129802912474,26.48591229934377
19200,3.271037258207798,26.338645155098373
20000,3.267748210579157,26.252158404197452
20800,3.264533158391714,26.16789187811993
21600,3.261237781494856,26.081800741066267
22400,3.257998440414667,25.997449587319547
23200,3.2549643702805042,25.91869104185573
24000,3.2531101498752832,25.870676604480735
24800,3.250276807695627,25.797479869906322
25600,3.248328009620309,25.74725474599566
26400,3.245783969759941,25.681835952918696
27200,3.2430209536105394,25.610974566093752
28000,3.240353737026453,25.54275556786091
28800,3.2397297583520412,25.526822404594867
29600,3.237657643854618,25.473982669713816
30400,3.2355490662157536,25.42032538963457
31200,3.233020305633545,25.356124681124506
32000,3.231536304578185,25.318524071910282
32800,3.2304417937994003,25.29082783409097
33600,3.22844104655087,25.240277865606615
34400,3.228877706453204,25.251301689530077
35200,3.2246597465127707,25.145017020375708
36000,3.223583396524191,25.11796674198795
36800,3.2218876127153635,25.075408195921632
37600,3.2210742756724358,25.05502172922746
38400,3.221348313614726,25.061888696688015
39200,3.219417490065098,25.013545298099523
40000,3.21644345857203,24.93926473774272
40800,3.216486245393753,24.94033183244559
41600,3.2143797762691975,24.887851087424565
42400,3.2136389315128326,24.86941988162334
43200,3.2116060610860586,24.818914925823393
44000,3.211456783115864,24.81521028509833
44800,3.209854803979397,24.775488661055977
45600,3.210634484887123,24.794813169040605
46400,3.209083301946521,24.756381692668683
47200,3.20695479772985,24.703743669846265
48000,3.206556933000684,24.69391687655853
48800,3.20523888617754,24.66139057816938
49600,3.2052590511739254,24.661887880035284
50400,3.203711438924074,24.623750358907063
51200,3.203391697257757,24.615878378503467
52000,3.202016158029437,24.582041549432397
52800,3.200297610834241,24.53983243044533
53600,3.2001254241913557,24.535607362842708
54400,3.198598014190793,24.498160036777314
55200,3.1993676088750362,24.517020947212657
56000,3.197018500417471,24.45949539928049
56800,3.196770280599594,24.453424821237178
57600,3.19648577272892,24.446468619004662
58400,3.194364180788398,24.394658167959932
59200,3.196398086845875,24.444325102795897
60000,3.1929870937019587,24.36108771923961
60800,3.1929719019681215,24.360717634890115
61600,3.192325694486499,24.34498064212561
62400,3.1916055381298065,24.327454761007427
63200,3.191522780805826,24.325441569256483
64000,3.189497599378228,24.276227986809097
64800,3.1898345444351435,24.284409120048604
65600,3.18958137370646,24.278261796690035
66400,3.187990201637149,24.239661622531298
67200,3.188384223729372,24.249214466610802
68000,3.188060836866498,24.24137385706068
68800,3.185925342142582,24.189661766189108
69600,3.185501005500555,24.179399383849894
70400,3.1854734364897013,24.17873279091454
71200,3.1846371237188578,24.15852026107519
72000,3.1841972079128027,24.147894883468574
72800,3.1847276091575623,24.160706354282773
73600,3.182835351675749,24.11503130502365
74400,3.1818965915590525,24.092403698030854
75200,3.1816798392683268,24.08718218024863
76000,3.1811701245605946,24.074907717726322
76800,3.1815797556191683,24.084771567791545
77600,3.180285479873419,24.0536193962082
78400,3.179922793060541,24.04489704748726
79200,3.17989350669086,24.04419287005483
80000,3.178741691634059,24.016514350006585
80800,3.1778357438743114,23.994766495331813
81600,3.1785335019230843,24.01151487926268
82400,3.1763790249824524,23.95983831212104
83200,3.1775516644120216,23.987951043078887
84000,3.176701383665204,23.967563219066797
84800,3.1761049032211304,23.95327129916363
85600,3.1756034810096025,23.941263607608693
86400,3.1756936237215996,23.943421835311707
87200,3.175288338214159,23.93371987960714
88000,3.174436340108514,23.913337079895033
88800,3.173772767186165,23.897474100629644
89600,3.1744100023061037,23.912707263442083
90400,3.173045651987195,23.880104199718847
91200,3.1726531255990267,23.870732468114557
92000,3.1717587169259787,23.849391823014752
92800,3.1703286953270435,23.815311051513874
93600,3.170621668919921,23.822289330934012
94400,3.1705436427146196,23.820430640610148
95200,3.1708362214267254,23.827401011170082
96000,3.169610571116209,23.798214839395857
96800,3.169061738997698,23.78515719828295
97600,3.169951494783163,23.806329597243767
98400,3.1690483558923006,23.784838881147316
99200,3.1676088497042656,23.75062508978677
100000,3.1682486049830914,23.765824539008896
100800,3.1670391131192446,23.737097343747838
101600,3.1674693692475557,23.747312572773165
102400,3.1663247775286436,23.7201471450835
103200,3.168102750554681,23.76235844103407
104000,3.1669084802269936,23.733996700595583
104800,3.1662394646555185,23.71812359749816
105600,3.1682514511048794,23.765892179536184
106400,3.166007734835148,23.712628037744512
107200,3.1653102226555347,23.696093957908932
108000,3.1649963203817606,23.68865686745685
108800,3.1649990156292915,23.688720714336824
109600,3.16432267986238,23.672704601990674
110400,3.1635515093803406,23.654455948287495
111200,3.16339092515409,23.650657720757536
112000,3.1626600604504347,23.633378604928293
112800,3.1646811235696077,23.681191454926964
113600,3.163171626627445,23.64547173502549
114400,3.1617640722543,23.612212860208192
115200,3.1626724023371935,23.633670287210713
116000,3.161954779177904,23.61671630208737
116800,3.1619536727666855,23.61669017230196
117600,3.1618638392537832,23.61456869735186
118400,3.1611971370875835,23.59883006032214
119200,3.1616736203432083,23.610077187019197
120000,3.1611382123082876,23.597439545437485
120800,3.160046096891165,23.571682485306596
121600,3.160143183544278,23.573971092162136
122400,3.1595505494624376,23.560004492398885
123200,3.159340864047408,23.555064820985425
124000,3.160129239782691,23.57364238462128
124800,3.1593824438750744,23.556044256883595
125600,3.1591106709092855,23.54964323072598
126400,3.1592478659003973,23.552874345461014
127200,3.158498302102089,23.535226578395484
128000,3.158656522631645,23.538950629010806
128800,3.1573580764234066,23.508406402129808
129600,3.157237909734249,23.505581644489382
130400,3.1571294479072094,23.503032324413045
